stock.id,species,stock,region,sub.region,brood.yr,spawners,recruits,use
222,Pink,N SEAK Outside,SEAK,SEAK,1974,470398,758496,1
222,Pink,N SEAK Outside,SEAK,SEAK,1975,1260848,6468894,1
222,Pink,N SEAK Outside,SEAK,SEAK,1976,652855,956662,1
222,Pink,N SEAK Outside,SEAK,SEAK,1977,4270718,5872272,1
222,Pink,N SEAK Outside,SEAK,SEAK,1978,794675,639867,1
222,Pink,N SEAK Outside,SEAK,SEAK,1979,4060198,6424193,1
222,Pink,N SEAK Outside,SEAK,SEAK,1980,530225,2033582,1
222,Pink,N SEAK Outside,SEAK,SEAK,1981,3676025,5645863,1
222,Pink,N SEAK Outside,SEAK,SEAK,1982,1530970,3397864,1
222,Pink,N SEAK Outside,SEAK,SEAK,1983,3089278,10032670,1
222,Pink,N SEAK Outside,SEAK,SEAK,1984,2123058,1040062,1
222,Pink,N SEAK Outside,SEAK,SEAK,1985,4401620,1483886,1
222,Pink,N SEAK Outside,SEAK,SEAK,1986,827743,484093,1
222,Pink,N SEAK Outside,SEAK,SEAK,1987,1055085,2014204,1
222,Pink,N SEAK Outside,SEAK,SEAK,1988,417488,933788,1
222,Pink,N SEAK Outside,SEAK,SEAK,1989,1103323,2178632,1
222,Pink,N SEAK Outside,SEAK,SEAK,1990,745900,1747889,1
222,Pink,N SEAK Outside,SEAK,SEAK,1991,1804080,2128693,1
222,Pink,N SEAK Outside,SEAK,SEAK,1992,1315178,4296109,1
222,Pink,N SEAK Outside,SEAK,SEAK,1993,1071388,5134410,1
222,Pink,N SEAK Outside,SEAK,SEAK,1994,3300273,5736249,1
222,Pink,N SEAK Outside,SEAK,SEAK,1995,3379848,7595470,1
222,Pink,N SEAK Outside,SEAK,SEAK,1996,3878028,9561585,1
222,Pink,N SEAK Outside,SEAK,SEAK,1997,4837720,8007840,1
222,Pink,N SEAK Outside,SEAK,SEAK,1998,3708033,6389979,1
222,Pink,N SEAK Outside,SEAK,SEAK,1999,5364505,7936232,1
222,Pink,N SEAK Outside,SEAK,SEAK,2000,3832783,8748619,1
222,Pink,N SEAK Outside,SEAK,SEAK,2001,5932160,7398788,1
222,Pink,N SEAK Outside,SEAK,SEAK,2002,5741703,7728965,1
222,Pink,N SEAK Outside,SEAK,SEAK,2003,5506903,11292515,1
222,Pink,N SEAK Outside,SEAK,SEAK,2004,5469000,7438618,1
222,Pink,N SEAK Outside,SEAK,SEAK,2005,6271490,10038371,1
222,Pink,N SEAK Outside,SEAK,SEAK,2006,4895000,6163691,1
222,Pink,N SEAK Outside,SEAK,SEAK,2007,5765000,5912584,1
222,Pink,N SEAK Outside,SEAK,SEAK,2008,4325598,8820148,1
222,Pink,N SEAK Outside,SEAK,SEAK,2009,4542700,,
222,Pink,N SEAK Outside,SEAK,SEAK,2010,5023750,,
223,Pink,N SEAK Inside,SEAK,SEAK,1960,2603720,4036435,1
223,Pink,N SEAK Inside,SEAK,SEAK,1961,5142980,19905504,1
223,Pink,N SEAK Inside,SEAK,SEAK,1962,3612000,11443558,1
223,Pink,N SEAK Inside,SEAK,SEAK,1963,7304115,8948648,1
223,Pink,N SEAK Inside,SEAK,SEAK,1964,4236930,10570049,1
223,Pink,N SEAK Inside,SEAK,SEAK,1965,4402965,4681142,1
223,Pink,N SEAK Inside,SEAK,SEAK,1966,5811193,16161773,1
223,Pink,N SEAK Inside,SEAK,SEAK,1967,2372728,7035923,1
223,Pink,N SEAK Inside,SEAK,SEAK,1968,6339855,10316097,1
223,Pink,N SEAK Inside,SEAK,SEAK,1969,3564400,8563571,1
223,Pink,N SEAK Inside,SEAK,SEAK,1970,5139565,8678387,1
223,Pink,N SEAK Inside,SEAK,SEAK,1971,5640305,5182151,1
223,Pink,N SEAK Inside,SEAK,SEAK,1972,5490673,3817647,1
223,Pink,N SEAK Inside,SEAK,SEAK,1973,3557618,1537448,1
223,Pink,N SEAK Inside,SEAK,SEAK,1974,3215913,1811216,1
223,Pink,N SEAK Inside,SEAK,SEAK,1975,1486515,4413971,1
223,Pink,N SEAK Inside,SEAK,SEAK,1976,1773183,7315369,1
223,Pink,N SEAK Inside,SEAK,SEAK,1977,4083868,8558649,1
223,Pink,N SEAK Inside,SEAK,SEAK,1978,4695440,5396335,1
223,Pink,N SEAK Inside,SEAK,SEAK,1979,6538365,7074903,1
223,Pink,N SEAK Inside,SEAK,SEAK,1980,4073700,16962625,1
223,Pink,N SEAK Inside,SEAK,SEAK,1981,4447430,8808287,1
223,Pink,N SEAK Inside,SEAK,SEAK,1982,6193753,9193765,1
223,Pink,N SEAK Inside,SEAK,SEAK,1983,5307143,26463995,1
223,Pink,N SEAK Inside,SEAK,SEAK,1984,5460488,5443673,1
223,Pink,N SEAK Inside,SEAK,SEAK,1985,10873548,12183728,1
223,Pink,N SEAK Inside,SEAK,SEAK,1986,4512388,6666315,1
223,Pink,N SEAK Inside,SEAK,SEAK,1987,6977443,20096174,1
223,Pink,N SEAK Inside,SEAK,SEAK,1988,4702210,12470006,1
223,Pink,N SEAK Inside,SEAK,SEAK,1989,7371055,27237043,1
223,Pink,N SEAK Inside,SEAK,SEAK,1990,7031375,25200367,1
223,Pink,N SEAK Inside,SEAK,SEAK,1991,9187708,26396047,1
223,Pink,N SEAK Inside,SEAK,SEAK,1992,9700373,51319856,1
223,Pink,N SEAK Inside,SEAK,SEAK,1993,9386440,12765594,1
223,Pink,N SEAK Inside,SEAK,SEAK,1994,16114790,20793396,1
223,Pink,N SEAK Inside,SEAK,SEAK,1995,7925135,23293970,1
223,Pink,N SEAK Inside,SEAK,SEAK,1996,11730148,25125652,1
223,Pink,N SEAK Inside,SEAK,SEAK,1997,12469155,61411893,1
223,Pink,N SEAK Inside,SEAK,SEAK,1998,12279220,14877704,1
223,Pink,N SEAK Inside,SEAK,SEAK,1999,25094123,26186616,1
223,Pink,N SEAK Inside,SEAK,SEAK,2000,9562700,32670749,1
223,Pink,N SEAK Inside,SEAK,SEAK,2001,13178575,35144673,1
223,Pink,N SEAK Inside,SEAK,SEAK,2002,13681525,35156466,1
223,Pink,N SEAK Inside,SEAK,SEAK,2003,13847370,41940069,1
223,Pink,N SEAK Inside,SEAK,SEAK,2004,13030943,15687678,1
223,Pink,N SEAK Inside,SEAK,SEAK,2005,16703888,20600744,1
223,Pink,N SEAK Inside,SEAK,SEAK,2006,9891978,4114695,1
223,Pink,N SEAK Inside,SEAK,SEAK,2007,11854573,19358942,1
223,Pink,N SEAK Inside,SEAK,SEAK,2008,3682113,14567041,1
223,Pink,N SEAK Inside,SEAK,SEAK,2009,9129773,,
223,Pink,N SEAK Inside,SEAK,SEAK,2010,8024083,,
224,Pink,Situk,Yakutat,Yakutat,1961,90000,,
224,Pink,Situk,Yakutat,Yakutat,1962,210000,242739,1
224,Pink,Situk,Yakutat,Yakutat,1963,,,
224,Pink,Situk,Yakutat,Yakutat,1964,210000,16025,1
224,Pink,Situk,Yakutat,Yakutat,1965,90000,267536,1
224,Pink,Situk,Yakutat,Yakutat,1966,15000,,
224,Pink,Situk,Yakutat,Yakutat,1967,240000,37847,1
224,Pink,Situk,Yakutat,Yakutat,1968,,,
224,Pink,Situk,Yakutat,Yakutat,1969,34500,30180,1
224,Pink,Situk,Yakutat,Yakutat,1970,,31376,
224,Pink,Situk,Yakutat,Yakutat,1971,27184,254217,1
224,Pink,Situk,Yakutat,Yakutat,1972,30000,63679,1
224,Pink,Situk,Yakutat,Yakutat,1973,240000,142236,1
224,Pink,Situk,Yakutat,Yakutat,1974,60000,45972,1
224,Pink,Situk,Yakutat,Yakutat,1975,133800,208086,1
224,Pink,Situk,Yakutat,Yakutat,1976,38081,373412,1
224,Pink,Situk,Yakutat,Yakutat,1977,177712,482701,1
224,Pink,Situk,Yakutat,Yakutat,1978,360000,294300,1
224,Pink,Situk,Yakutat,Yakutat,1979,450000,332867,1
224,Pink,Situk,Yakutat,Yakutat,1980,250000,47049,1
224,Pink,Situk,Yakutat,Yakutat,1981,300000,194910,1
224,Pink,Situk,Yakutat,Yakutat,1982,40300,127154,1
224,Pink,Situk,Yakutat,Yakutat,1983,183577,378244,1
224,Pink,Situk,Yakutat,Yakutat,1984,113161,261183,1
224,Pink,Situk,Yakutat,Yakutat,1985,366000,84483,1
224,Pink,Situk,Yakutat,Yakutat,1986,255000,97466,1
224,Pink,Situk,Yakutat,Yakutat,1987,72000,338340,1
224,Pink,Situk,Yakutat,Yakutat,1988,78753,553506,1
224,Pink,Situk,Yakutat,Yakutat,1989,288246,195343,1
224,Pink,Situk,Yakutat,Yakutat,1990,525000,25647,1
224,Pink,Situk,Yakutat,Yakutat,1991,,,
224,Pink,Situk,Yakutat,Yakutat,1992,9000,,
224,Pink,Situk,Yakutat,Yakutat,1993,,,
224,Pink,Situk,Yakutat,Yakutat,1994,156735,,
225,Pink,Humpy,Yakutat,Yakutat,1962,69000,35852,1
225,Pink,Humpy,Yakutat,Yakutat,1963,,,
225,Pink,Humpy,Yakutat,Yakutat,1964,,,
225,Pink,Humpy,Yakutat,Yakutat,1965,,,
225,Pink,Humpy,Yakutat,Yakutat,1966,,,
225,Pink,Humpy,Yakutat,Yakutat,1967,,,
225,Pink,Humpy,Yakutat,Yakutat,1968,,,
225,Pink,Humpy,Yakutat,Yakutat,1969,,,
225,Pink,Humpy,Yakutat,Yakutat,1970,,,
225,Pink,Humpy,Yakutat,Yakutat,1971,,,
225,Pink,Humpy,Yakutat,Yakutat,1972,4890,6039,1
225,Pink,Humpy,Yakutat,Yakutat,1973,3969,109207,1
225,Pink,Humpy,Yakutat,Yakutat,1974,6000,33189,1
225,Pink,Humpy,Yakutat,Yakutat,1975,39000,75097,1
225,Pink,Humpy,Yakutat,Yakutat,1976,14016,30497,1
225,Pink,Humpy,Yakutat,Yakutat,1977,36000,155238,1
225,Pink,Humpy,Yakutat,Yakutat,1978,15000,126111,1
225,Pink,Humpy,Yakutat,Yakutat,1979,45000,304130,1
225,Pink,Humpy,Yakutat,Yakutat,1980,30000,27421,1
225,Pink,Humpy,Yakutat,Yakutat,1981,210000,101371,1
225,Pink,Humpy,Yakutat,Yakutat,1982,26100,48610,1
225,Pink,Humpy,Yakutat,Yakutat,1983,90000,227280,1
225,Pink,Humpy,Yakutat,Yakutat,1984,48000,31259,1
225,Pink,Humpy,Yakutat,Yakutat,1985,225000,6118,1
225,Pink,Humpy,Yakutat,Yakutat,1986,30699,126575,1
225,Pink,Humpy,Yakutat,Yakutat,1987,6000,65634,1
225,Pink,Humpy,Yakutat,Yakutat,1988,30000,42967,1
225,Pink,Humpy,Yakutat,Yakutat,1989,60600,24206,1
225,Pink,Humpy,Yakutat,Yakutat,1990,41400,15330,1
225,Pink,Humpy,Yakutat,Yakutat,1991,24150,39171,1
225,Pink,Humpy,Yakutat,Yakutat,1992,13500,33287,1
225,Pink,Humpy,Yakutat,Yakutat,1993,,,
225,Pink,Humpy,Yakutat,Yakutat,1994,33000,,
226,Pink,PWS,PWS,PWS,1960,3872483,12527895,1
226,Pink,PWS,PWS,PWS,1961,6304415,9182247,1
226,Pink,PWS,PWS,PWS,1962,5785579,9486942,1
226,Pink,PWS,PWS,PWS,1963,3886869,5258510,1
226,Pink,PWS,PWS,PWS,1964,5280046,6779607,1
226,Pink,PWS,PWS,PWS,1965,2798039,5041076,1
226,Pink,PWS,PWS,PWS,1966,4080189,5767850,1
226,Pink,PWS,PWS,PWS,1967,2414736,5988470,1
226,Pink,PWS,PWS,PWS,1968,3315682,5617393,1
226,Pink,PWS,PWS,PWS,1969,1159891,10500614,1
226,Pink,PWS,PWS,PWS,1970,2807397,1893028,1
226,Pink,PWS,PWS,PWS,1971,3189650,5568948,1
226,Pink,PWS,PWS,PWS,1972,1838245,3195677,1
226,Pink,PWS,PWS,PWS,1973,3512070,8081131,1
226,Pink,PWS,PWS,PWS,1974,2746904,5061072,1
226,Pink,PWS,PWS,PWS,1975,3628326,8649844,1
226,Pink,PWS,PWS,PWS,1976,2042081,5335368,1
226,Pink,PWS,PWS,PWS,1977,4351110,22753414,1
226,Pink,PWS,PWS,PWS,1978,2165671,16058329,1
226,Pink,PWS,PWS,PWS,1979,8319888,23613324,1
226,Pink,PWS,PWS,PWS,1980,3139455,20246569,1
226,Pink,PWS,PWS,PWS,1981,6210777,15307092,1
226,Pink,PWS,PWS,PWS,1982,5301370,27866302,1
226,Pink,PWS,PWS,PWS,1983,5742850,24321751,1
226,Pink,PWS,PWS,PWS,1984,10234627,7404669,1
226,Pink,PWS,PWS,PWS,1985,6731643,15628835,1
226,Pink,PWS,PWS,PWS,1986,2826646,3580072,1
226,Pink,PWS,PWS,PWS,1987,3934108,7046989,1
226,Pink,PWS,PWS,PWS,1988,2784300,15231063,1
226,Pink,PWS,PWS,PWS,1989,3536915,10766782,1
226,Pink,PWS,PWS,PWS,1990,3543306,2418285,1
226,Pink,PWS,PWS,PWS,1991,4947798,3532463,1
226,Pink,PWS,PWS,PWS,1992,1555439,7297728,1
226,Pink,PWS,PWS,PWS,1993,3055161,6156249,1
226,Pink,PWS,PWS,PWS,1994,4040370,7269432,1
226,Pink,PWS,PWS,PWS,1995,3412225,5244801,1
226,Pink,PWS,PWS,PWS,1996,4252683,7925573,1
226,Pink,PWS,PWS,PWS,1997,4078807,14003294,1
226,Pink,PWS,PWS,PWS,1998,4071402,10487301,1
226,Pink,PWS,PWS,PWS,1999,7060958,12589343,1
226,Pink,PWS,PWS,PWS,2000,4756388,3025531,1
226,Pink,PWS,PWS,PWS,2001,5735052,12659282,1
226,Pink,PWS,PWS,PWS,2002,2704063,8675473,1
226,Pink,PWS,PWS,PWS,2003,8161502,25874686,1
226,Pink,PWS,PWS,PWS,2004,5737165,5537896,1
226,Pink,PWS,PWS,PWS,2005,13578314,14344498,1
226,Pink,PWS,PWS,PWS,2006,3413995,3900803,1
226,Pink,PWS,PWS,PWS,2007,4326643,6240186,1
226,Pink,PWS,PWS,PWS,2008,2472530,7899360,1
226,Pink,PWS,PWS,PWS,2009,5245478,16975186,1
226,Pink,PWS,PWS,PWS,2010,5495729,,
226,Pink,PWS,PWS,PWS,2011,11259802,,
227,Pink,S CIn,Cook Inlet,Cook Inlet,1976,52800,122800,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1977,121700,661500,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1978,70700,260200,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1979,243700,544000,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1980,129900,145500,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1981,177700,184100,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1982,70300,154100,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1983,132700,149200,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1984,98400,197400,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1985,139800,35400,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1986,77900,43800,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1987,34200,211700,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1988,38300,58292,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1989,119200,47621,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1990,54782,31449,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1991,47356,81997,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1992,29535,43936,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1993,79374,159689,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1994,38536,30845,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1995,137782,129750,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1996,26757,56425,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1997,117414,26449,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1998,49027,86096,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,1999,24986,47607,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2000,75897,65292,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2001,42722,128722,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2002,63989,85795,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2003,125991,192637,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2004,85708,118413,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2005,192358,123394,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2006,118413,144354,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2007,123394,19826,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2008,144354,96572,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2009,19826,47901,1
227,Pink,S CIn,Cook Inlet,Cook Inlet,2010,96572,,
227,Pink,S CIn,Cook Inlet,Cook Inlet,2011,47901,,
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1976,15800,118800,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1977,231200,2223900,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1978,55200,223400,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1979,322600,1672000,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1980,86900,109600,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1981,219200,312700,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1982,53000,187500,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1983,137900,609100,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1984,102900,397400,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1985,132100,32700,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1986,93400,57400,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1987,29700,152900,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1988,51500,331855,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1989,143200,557081,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1990,140696,68121,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1991,200192,348091,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1992,68021,81778,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1993,215819,300415,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1994,80178,184211,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1995,138122,419239,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1996,184211,504294,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1997,292179,78156,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1998,416368,775357,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,1999,78156,370606,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2000,469090,864060,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2001,344419,1046345,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2002,409965,231818,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2003,789129,697011,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2004,190261,1529905,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2005,586816,567757,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2006,409460,789378,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2007,453581,1280443,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2008,321797,476849,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2009,427406,352021,1
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2010,204478,,
228,Pink,Outer CIn,Cook Inlet,Cook Inlet,2011,73487,,
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1976,15000,34200,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1977,82000,281700,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1978,34100,508100,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1979,227000,192900,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1980,407500,124000,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1981,126900,10700,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1982,90500,262500,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1983,10400,21900,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1984,128800,1757800,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1985,21900,164500,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1986,1337000,114400,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1987,93900,829600,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1988,64000,23350,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1989,573000,157610,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1990,22950,13366,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1991,112510,185783,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1992,11155,10239,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1993,185677,662658,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1994,10239,38255,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1995,499858,257906,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1996,38255,168561,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1997,257606,14429,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1998,166785,231525,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,1999,13622,65283,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2000,227428,2162998,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2001,63919,786462,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2002,1719239,127167,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2003,774457,278492,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2004,121214,685293,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2005,275499,1004418,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2006,621248,196738,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2007,994600,1371879,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2008,188551,50013,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2009,1240152,9931,1
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2010,49955,,
229,Pink,Kamishak,Cook Inlet,Cook Inlet,2011,9120,,
230,Pink,Afognak,Kodiak,Kodiak,1978,610000,2153040,1
230,Pink,Afognak,Kodiak,Kodiak,1979,504000,1613392,1
230,Pink,Afognak,Kodiak,Kodiak,1980,990000,1348000,1
230,Pink,Afognak,Kodiak,Kodiak,1981,836000,526000,1
230,Pink,Afognak,Kodiak,Kodiak,1982,656000,931000,1
230,Pink,Afognak,Kodiak,Kodiak,1983,332000,1133000,1
230,Pink,Afognak,Kodiak,Kodiak,1984,466000,1597000,1
230,Pink,Afognak,Kodiak,Kodiak,1985,832000,837000,1
230,Pink,Afognak,Kodiak,Kodiak,1986,736000,3730000,1
230,Pink,Afognak,Kodiak,Kodiak,1987,522000,1886046,1
230,Pink,Afognak,Kodiak,Kodiak,1988,1304000,1423772,1
230,Pink,Afognak,Kodiak,Kodiak,1989,1886046,1223968,1
230,Pink,Afognak,Kodiak,Kodiak,1990,412772,1290872,1
230,Pink,Afognak,Kodiak,Kodiak,1991,621968,3433514,1
230,Pink,Afognak,Kodiak,Kodiak,1992,895872,1690958,1
230,Pink,Afognak,Kodiak,Kodiak,1993,815514,4921462,1
230,Pink,Afognak,Kodiak,Kodiak,1994,1067958,421738,1
230,Pink,Afognak,Kodiak,Kodiak,1995,1177462,924888,1
230,Pink,Afognak,Kodiak,Kodiak,1996,255738,2432470,1
230,Pink,Afognak,Kodiak,Kodiak,1997,689888,1469602,1
230,Pink,Afognak,Kodiak,Kodiak,1998,1521470,719910,1
230,Pink,Afognak,Kodiak,Kodiak,1999,983602,1163124,1
230,Pink,Afognak,Kodiak,Kodiak,2000,644910,1027402,1
230,Pink,Afognak,Kodiak,Kodiak,2001,620124,2706660,1
230,Pink,Afognak,Kodiak,Kodiak,2002,554402,3047376,1
230,Pink,Afognak,Kodiak,Kodiak,2003,714660,1464945,1
230,Pink,Afognak,Kodiak,Kodiak,2004,533776,1367598,1
230,Pink,Afognak,Kodiak,Kodiak,2005,907106,2564369,1
230,Pink,Afognak,Kodiak,Kodiak,2006,565800,1289399,1
230,Pink,Afognak,Kodiak,Kodiak,2007,229154,3610878,1
230,Pink,Afognak,Kodiak,Kodiak,2008,343456,2645315,1
230,Pink,Afognak,Kodiak,Kodiak,2009,790724,2557019,1
230,Pink,Afognak,Kodiak,Kodiak,2010,647344,,
230,Pink,Afognak,Kodiak,Kodiak,2011,255188,,
231,Pink,W Kod,Kodiak,Kodiak,1978,6238000,18821263,1
231,Pink,W Kod,Kodiak,Kodiak,1979,1624000,4240197,1
231,Pink,W Kod,Kodiak,Kodiak,1980,8264000,12202000,1
231,Pink,W Kod,Kodiak,Kodiak,1981,1612000,2778000,1
231,Pink,W Kod,Kodiak,Kodiak,1982,6924000,14726000,1
231,Pink,W Kod,Kodiak,Kodiak,1983,1210000,2842000,1
231,Pink,W Kod,Kodiak,Kodiak,1984,5796000,12347000,1
231,Pink,W Kod,Kodiak,Kodiak,1985,1162000,2486000,1
231,Pink,W Kod,Kodiak,Kodiak,1986,4182000,9993000,1
231,Pink,W Kod,Kodiak,Kodiak,1987,1084000,8598000,1
231,Pink,W Kod,Kodiak,Kodiak,1988,3472000,12162000,1
231,Pink,W Kod,Kodiak,Kodiak,1989,8598000,7435000,1
231,Pink,W Kod,Kodiak,Kodiak,1990,9162000,5217000,1
231,Pink,W Kod,Kodiak,Kodiak,1991,2444000,11420000,1
231,Pink,W Kod,Kodiak,Kodiak,1992,3816000,6463000,1
231,Pink,W Kod,Kodiak,Kodiak,1993,2340000,23571000,1
231,Pink,W Kod,Kodiak,Kodiak,1994,3148000,5605000,1
231,Pink,W Kod,Kodiak,Kodiak,1995,5360000,8083000,1
231,Pink,W Kod,Kodiak,Kodiak,1996,3914000,18665000,1
231,Pink,W Kod,Kodiak,Kodiak,1997,1510000,5730000,1
231,Pink,W Kod,Kodiak,Kodiak,1998,6608000,10478000,1
231,Pink,W Kod,Kodiak,Kodiak,1999,1556000,5086000,1
231,Pink,W Kod,Kodiak,Kodiak,2000,5024000,17801000,1
231,Pink,W Kod,Kodiak,Kodiak,2001,1828000,6218000,1
231,Pink,W Kod,Kodiak,Kodiak,2002,8754000,22493708,1
231,Pink,W Kod,Kodiak,Kodiak,2003,1878000,7030752,1
231,Pink,W Kod,Kodiak,Kodiak,2004,9880208,23621882,1
231,Pink,W Kod,Kodiak,Kodiak,2005,1705456,9117411,1
231,Pink,W Kod,Kodiak,Kodiak,2006,4554396,8047323,1
231,Pink,W Kod,Kodiak,Kodiak,2007,1739104,6835456,1
231,Pink,W Kod,Kodiak,Kodiak,2008,4445434,7749342,1
231,Pink,W Kod,Kodiak,Kodiak,2009,2472970,2096829,1
231,Pink,W Kod,Kodiak,Kodiak,2010,4756392,,
231,Pink,W Kod,Kodiak,Kodiak,2011,1177436,,
232,Pink,Alitak,Kodiak,Kodiak,1978,1314000,3089080,1
232,Pink,Alitak,Kodiak,Kodiak,1979,1138000,3323629,1
232,Pink,Alitak,Kodiak,Kodiak,1980,1036000,1454000,1
232,Pink,Alitak,Kodiak,Kodiak,1981,1250000,2308000,1
232,Pink,Alitak,Kodiak,Kodiak,1982,934000,1060000,1
232,Pink,Alitak,Kodiak,Kodiak,1983,880000,2656000,1
232,Pink,Alitak,Kodiak,Kodiak,1984,626000,1426000,1
232,Pink,Alitak,Kodiak,Kodiak,1985,1598000,1871000,1
